tile,NDVI_count,NDVI_mean,NDVI_stdev,NDVI_min,NDVI_max
tile_282700_1550000.las,100.000000000000000,0.464044270813465,0.045170832373008,0.358354985713959,0.564902126789093
tile_282700_1550100.las,100.000000000000000,0.549479378759861,0.053574453696267,0.399223357439041,0.607826888561249
tile_282700_1550200.las,100.000000000000000,0.562638819515705,0.021328425219042,0.479355365037918,0.607520163059235
tile_282700_1550300.las,100.000000000000000,0.525148769021034,0.034255259049397,0.444358319044113,0.605327129364014
tile_282700_1550400.las,100.000000000000000,0.565095620155334,0.035484429631531,0.450914353132248,0.648728609085083
tile_282700_1550500.las,100.000000000000000,0.642181805968285,0.053264356206642,0.490309894084930,0.748411953449249
tile_282700_1550600.las,100.000000000000000,0.679378884434700,0.049162854137484,0.566060245037079,0.751286685466766
tile_282700_1550700.las,100.000000000000000,0.606195687949657,0.065329997902024,0.385465115308762,0.739203035831451
tile_282700_1550800.las,100.000000000000000,0.694134166836739,0.030758852775670,0.602021396160126,0.761399090290070
tile_282700_1550900.las,100.000000000000000,0.664348191022873,0.055043938309269,0.534982800483704,0.760436296463013
tile_282700_1551000.las,100.000000000000000,0.540337873697281,0.070330404577221,0.425622850656509,0.691457211971283
tile_282700_1551100.las,100.000000000000000,0.458939400315285,0.081690023163672,0.258620411157608,0.607396066188812
tile_282700_1551200.las,100.000000000000000,0.423626327514648,0.127292098279639,0.229073017835617,0.618290007114410
tile_282700_1551300.las,100.000000000000000,0.568236618340015,0.094024937045263,0.325158357620239,0.700281381607056
tile_282700_1551400.las,100.000000000000000,0.612581937015057,0.064976505212601,0.421536058187485,0.692767977714539
tile_282700_1551500.las,100.000000000000000,0.654187069535255,0.042421936693752,0.511952936649323,0.711496114730835
tile_282700_1551600.las,100.000000000000000,0.606779609918594,0.045336973244290,0.465402722358704,0.690851867198944
tile_282700_1551700.las,100.000000000000000,0.621329814195633,0.077788536851853,0.391338407993317,0.769803345203400
tile_282700_1551800.las,100.000000000000000,0.544654847085476,0.071615106798864,0.344488054513931,0.687965810298920
tile_282700_1551900.las,100.000000000000000,0.511612756252289,0.065835421918100,0.296813637018204,0.598994076251984
tile_282800_1550000.las,100.000000000000000,0.465038951188326,0.082251475020046,0.249959036707878,0.621040105819702
tile_282800_1550100.las,100.000000000000000,0.435697470605373,0.077672145321427,0.270202994346619,0.597473919391632
tile_282800_1550200.las,100.000000000000000,0.529182529747486,0.052654746496445,0.394956052303314,0.600647389888763
tile_282800_1550300.las,100.000000000000000,0.530865220725536,0.026439353571455,0.421607136726379,0.574496626853943
tile_282800_1550400.las,100.000000000000000,0.526066216826439,0.038423672942789,0.439114034175873,0.614702582359314
tile_282800_1550500.las,100.000000000000000,0.567859398722649,0.067925644766720,0.360077351331711,0.691305041313171
